"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","extendedStats","team.name","match_date","match_year","match_year_round","player.fullName"
"CD_M20190140903","2019-05-18T04:10:00.000+0000","CONCLUDED","Premiership","Round 9",9,"Gabba","Brisbane Lions","Brisbane Lions","Adelaide Crows","Adelaide Crows",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,87,2,3,NA,10,1,11,6,0,2,4,5,9,3,3,2,0,0,54.5,3,0,0,73,0,0,40,7.2,NA,"2019-06-04T04:26:56.689+0000",2,2,0,5,NA,NA,NA,5,293,0,0,0,5,50,10,6,3,1,44.4,0,0,0,2,1,0,6,3,0,0,0,0,0,4,1,25,NA,NA,NA,"CD_I993953",FALSE,30,"Eric","Hipwood","home",NA,"Brisbane Lions",2019-05-18,2019,201909,"Eric Hipwood"
"CD_M20190140903","2019-05-18T04:10:00.000+0000","CONCLUDED","Premiership","Round 9",9,"Gabba","Brisbane Lions","Brisbane Lions","Adelaide Crows","Adelaide Crows",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,87,1,1,NA,16,4,20,3,0,12,4,17,21,10,0,0,0,5,75,2,1,1,118,0,0,50,13.9,NA,"2019-06-04T04:26:56.689+0000",4,1,4,2,NA,NA,NA,5,588,0,1,1,12,75,4,15,0,0,19,0,0,0,3,3,0,35,11,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2019-05-18,2019,201909,"Dayne Zorko"
"CD_M20190140904","2019-05-18T06:35:00.000+0000","CONCLUDED","Premiership","Round 9",9,"GMHBA Stadium","Geelong Cats","Geelong Cats","Western Bulldogs","Western Bulldogs",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993834.png?im=Scale,width=0.6,height=0.6","RR","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,78,0,1,NA,5,16,21,4,0,5,8,13,21,3,1,1,0,3,90.5,1,0,1,77,0,0,0,11.5,NA,"2019-05-29T06:52:47.758+0000",1,1,1,1,NA,NA,NA,7,173,1,3,4,3,60,0.3,19,0,0,38.1,0,0,0,7,1,2,14,6,2,0,0,0,0,1,0,0,NA,NA,NA,"CD_I993834",FALSE,5,"Josh","Dunkley","away",NA,"Western Bulldogs",2019-05-18,2019,201909,"Josh Dunkley"
"CD_M20190141003","2019-05-25T04:10:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Marvel Stadium","Western Bulldogs","Western Bulldogs","North Melbourne","North Melbourne",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993834.png?im=Scale,width=0.6,height=0.6","RR","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,83,0,1,NA,16,13,29,6,0,6,20,10,30,2,2,1,0,2,69,3,2,0,119,3,2,0,13.2,NA,"2019-06-05T23:01:49.177+0000",7,5,3,1,NA,NA,NA,8,256,1,6,7,10,62.5,1.2,20,0,0,66.7,0,0,0,15,3,2,13,5,1,0,0,0,0,1,0,0,NA,NA,NA,"CD_I993834",FALSE,5,"Josh","Dunkley","home",NA,"Western Bulldogs",2019-05-25,2019,201910,"Josh Dunkley"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",46,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005521.png?im=Scale,width=0.6,height=0.6","RK","CD_I1005521",FALSE,46,"Oscar","McInerney","CD_T20",NA,64,1,0,NA,2,4,6,3,0,0,5,1,6,0,1,2,16,4,100,0,0,0,45,1,0,100,13.7,NA,"2019-06-05T23:29:19.809+0000",0,1,0,1,NA,NA,NA,3,18,0,2,2,2,100,0.5,6,0,1,83.3,6,48.5,37.5,3,0,1,8,3,4,33,0,0,0,1,0,0,NA,NA,NA,"CD_I1005521",FALSE,46,"Oscar","McInerney","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Oscar McInerney"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1000978.png?im=Scale,width=0.6,height=0.6","WR","CD_I1000978",FALSE,6,"Hugh","McCluggage","CD_T20",NA,93,1,0,NA,17,9,26,3,0,2,11,14,25,2,0,0,0,2,65.4,5,2,3,85,3,0,50,15.2,NA,"2019-06-05T23:29:19.809+0000",6,1,0,2,NA,NA,NA,5,430,0,4,4,9,52.9,1.9,17,0,0,44,0,0,0,6,3,1,16,2,2,0,0,0,0,0,0,0,NA,NA,NA,"CD_I1000978",FALSE,6,"Hugh","McCluggage","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Hugh McCluggage"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/990609.png?im=Scale,width=0.6,height=0.6","FPL","CD_I990609",FALSE,23,"Charles","Cameron","CD_T20",NA,87,3,2,NA,8,4,12,4,0,3,3,9,12,1,2,0,0,0,75,3,0,1,73,0,0,60,7,NA,"2019-06-05T23:29:19.809+0000",2,1,1,5,NA,NA,NA,7,208,0,1,1,5,62.5,2,9,2,0,25,0,0,0,2,1,0,15,7,0,0,0,0,0,6,0,0,NA,NA,NA,"CD_I990609",FALSE,23,"Charles","Cameron","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Charles Cameron"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/291548.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,73,0,0,NA,11,1,12,6,0,6,3,9,12,3,0,0,0,2,75,0,1,0,78,1,0,0,7.7,NA,"2019-06-05T23:29:19.809+0000",2,3,2,0,NA,NA,NA,6,286,1,1,2,8,72.7,11,9,1,2,25,0,0,0,1,1,3,23,10,2,0,1,0,0,0,0,0,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Ryan Lester"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/996059.png?im=Scale,width=0.6,height=0.6","FB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,96,0,0,NA,10,5,15,10,0,1,7,9,16,1,0,4,0,10,93.3,1,0,0,74,4,0,0,21.5,NA,"2019-06-05T23:29:19.809+0000",2,11,0,0,NA,NA,NA,1,198,0,0,0,9,90,2,14,0,9,43.8,0,0,0,2,0,1,8,6,7,0,4,1,25,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Harris Andrews"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1002235.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1002235",FALSE,16,"Cam","Rayner","CD_T20",NA,80,0,0,NA,8,7,15,3,1,1,8,8,16,2,0,0,0,3,60,3,2,1,50,1,0,0,3.7,NA,"2019-06-05T23:29:19.809+0000",4,4,0,0,NA,NA,NA,5,285,0,1,1,5,62.5,1.1,9,1,0,50,0,0,0,6,4,2,14,1,2,0,0,0,0,1,0,0,NA,NA,NA,"CD_I1002235",FALSE,16,"Cam","Rayner","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Cam Rayner"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,87,0,2,NA,6,1,7,1,0,1,3,5,8,2,1,0,0,0,28.6,5,0,2,23,0,0,0,-3.1,NA,"2019-06-05T23:29:19.809+0000",5,1,1,3,NA,NA,NA,3,207,0,0,0,1,16.7,6,2,1,0,37.5,0,0,0,3,2,0,11,0,0,0,0,0,0,1,0,0,NA,NA,NA,"CD_I993953",FALSE,30,"Eric","Hipwood","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Eric Hipwood"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,89,1,1,NA,18,3,21,6,1,4,11,12,23,6,0,0,0,1,71.4,3,1,1,99,3,2,33.3,14.4,NA,"2019-06-05T23:29:19.809+0000",4,3,2,3,NA,NA,NA,6,586,3,1,4,13,72.2,6,15,1,0,47.8,0,0,0,6,1,2,21,7,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Dayne Zorko"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005053.png?im=Scale,width=0.6,height=0.6","INT","CD_I1005053",FALSE,43,"Noah","Answerth","CD_T20",NA,86,0,0,NA,10,3,13,7,0,2,2,11,13,0,0,0,0,1,92.3,1,1,1,63,3,0,0,4,NA,"2019-06-05T23:29:19.809+0000",1,4,0,0,NA,NA,NA,1,165,0,0,0,9,90,3.3,12,0,1,15.4,0,0,0,1,0,1,11,9,1,0,1,0,0,0,0,0,NA,NA,NA,"CD_I1005053",FALSE,43,"Noah","Answerth","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Noah Answerth"
"CD_M20190141009","2019-05-26T07:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Optus Stadium","Fremantle","Fremantle","Brisbane Lions","Brisbane Lions",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/293535.png?im=Scale,width=0.6,height=0.6","C","CD_I293535",FALSE,9,"Lachie","Neale","CD_T20",NA,93,0,0,NA,7,19,26,5,0,2,11,14,25,2,0,0,0,0,84.6,5,1,3,74,0,0,0,10.6,NA,"2019-06-05T23:29:19.809+0000",3,3,0,0,NA,NA,NA,1,67,5,3,8,5,71.4,0.4,22,0,0,44,0,0,0,9,0,1,13,6,0,0,1,1,100,0,0,0,NA,NA,NA,"CD_I293535",FALSE,9,"Lachie","Neale","away",NA,"Brisbane Lions",2019-05-26,2019,201910,"Lachie Neale"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005053.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I1005053",FALSE,43,"Noah","Answerth","CD_T20",NA,69,0,0,NA,8,6,14,3,0,0,5,9,14,2,0,0,0,2,92.9,1,0,0,45,2,0,0,8.8,NA,"2019-06-19T07:24:21.382+0000",3,5,0,0,NA,NA,NA,3,316,0,0,0,8,100,1.3,13,0,1,35.7,0,0,0,5,0,0,4,0,2,0,2,1,50,0,0,0,NA,NA,NA,"CD_I1005053",FALSE,43,"Noah","Answerth","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Noah Answerth"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/990609.png?im=Scale,width=0.6,height=0.6","FPL","CD_I990609",FALSE,23,"Charles","Cameron","CD_T20",NA,89,2,0,NA,4,2,6,1,0,1,1,4,5,1,1,0,0,1,83.3,1,1,1,33,0,1,100,7.9,NA,"2019-06-19T07:24:21.382+0000",1,1,1,2,NA,NA,NA,4,125,0,0,0,3,75,2,5,1,0,20,0,0,0,0,0,1,7,0,0,0,0,0,0,3,0,0,NA,NA,NA,"CD_I990609",FALSE,23,"Charles","Cameron","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Charles Cameron"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/996059.png?im=Scale,width=0.6,height=0.6","FB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,100,0,0,NA,9,11,20,9,0,2,10,11,21,1,0,3,0,14,85,3,2,2,80,4,0,0,20.3,NA,"2019-06-19T07:24:21.382+0000",3,10,0,0,NA,NA,NA,4,180,0,0,0,6,66.7,0.8,17,1,3,47.6,0,0,0,5,0,1,7,3,12,0,5,1,20,1,1,100,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Harris Andrews"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,91,1,1,NA,10,8,18,2,0,6,8,11,19,5,0,0,0,0,66.7,3,3,2,80,0,0,50,12.3,NA,"2019-06-19T07:24:21.382+0000",2,5,2,2,NA,NA,NA,5,394,2,1,3,5,50,1.3,12,1,0,42.1,0,0,0,4,0,3,31,8,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Dayne Zorko"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,83,2,2,NA,7,5,12,1,0,1,3,6,9,3,1,1,0,2,66.7,3,0,2,46,0,1,40,9.6,NA,"2019-06-19T07:24:21.382+0000",3,2,0,5,NA,NA,NA,7,211,0,0,0,4,57.1,1.4,8,0,0,33.3,0,0,0,2,0,1,3,0,2,0,0,0,0,5,1,20,NA,NA,NA,"CD_I993953",FALSE,30,"Eric","Hipwood","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Eric Hipwood"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1000978.png?im=Scale,width=0.6,height=0.6","WR","CD_I1000978",FALSE,6,"Hugh","McCluggage","CD_T20",NA,60,0,0,NA,15,8,23,7,0,1,6,17,23,2,0,0,0,0,56.5,3,0,0,86,3,0,0,4.7,NA,"2019-06-19T07:24:21.382+0000",7,1,0,0,NA,NA,NA,5,294,0,4,4,7,46.7,1.9,13,0,0,26.1,0,0,0,4,1,1,15,7,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I1000978",FALSE,6,"Hugh","McCluggage","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Hugh McCluggage"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/293535.png?im=Scale,width=0.6,height=0.6","C","CD_I293535",FALSE,9,"Lachie","Neale","CD_T20",NA,86,0,0,NA,14,16,30,8,0,1,10,20,30,5,0,0,0,3,86.7,3,1,2,97,1,0,0,10.1,NA,"2019-06-19T07:24:21.382+0000",3,4,0,0,NA,NA,NA,4,277,2,4,6,12,85.7,0.9,26,1,1,33.3,0,0,0,9,0,1,9,3,2,0,1,1,100,0,0,0,NA,NA,NA,"CD_I293535",FALSE,9,"Lachie","Neale","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Lachie Neale"
"CD_M20190141105","2019-06-01T09:25:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1002235.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1002235",FALSE,16,"Cam","Rayner","CD_T20",NA,80,2,1,NA,6,1,7,4,0,3,3,4,7,2,2,1,0,0,71.4,2,2,1,56,0,0,66.7,9.2,NA,"2019-06-19T07:24:21.382+0000",3,1,1,3,NA,NA,NA,4,205,0,0,0,4,66.7,6,5,0,0,42.9,0,0,0,0,0,0,9,3,0,0,0,0,0,1,0,0,NA,NA,NA,"CD_I1002235",FALSE,16,"Cam","Rayner","home",NA,"Brisbane Lions",2019-06-01,2019,201911,"Cam Rayner"
"CD_M20190141109","2019-06-02T07:20:00.000+0000","CONCLUDED","Premiership","Round 11",11,"Optus Stadium","West Coast Eagles","West Coast Eagles","Western Bulldogs","Western Bulldogs",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993834.png?im=Scale,width=0.6,height=0.6","RR","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,82,1,0,NA,15,18,33,5,0,4,15,18,33,0,1,0,0,1,78.8,2,1,0,119,0,0,100,14.3,NA,"2019-06-14T02:24:21.186+0000",3,4,0,1,NA,NA,NA,5,322,4,2,6,10,66.7,0.8,26,0,0,45.5,0,0,0,10,0,1,11,6,1,0,0,0,0,1,0,0,NA,NA,NA,"CD_I993834",FALSE,5,"Josh","Dunkley","away",NA,"Western Bulldogs",2019-06-02,2019,201911,"Josh Dunkley"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/293535.png?im=Scale,width=0.6,height=0.6","C","CD_I293535",FALSE,9,"Lachie","Neale","CD_T20",NA,90,1,0,NA,15,16,31,9,1,0,11,20,31,3,1,0,0,0,74.2,4,0,2,104,1,1,50,10.5,NA,"2019-06-19T07:38:55.994+0000",3,2,0,2,NA,NA,NA,6,334,2,2,4,8,53.3,0.9,23,2,1,35.5,0,0,0,9,0,2,26,13,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,9,"Lachie","Neale","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Lachie Neale"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1002235.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1002235",FALSE,16,"Cam","Rayner","CD_T20",NA,73,0,1,NA,5,2,7,3,0,1,6,2,8,3,0,1,0,1,42.9,5,1,1,31,1,0,0,0.4,NA,"2019-06-19T07:38:55.994+0000",4,0,0,1,NA,NA,NA,1,142,1,1,2,2,40,2.5,3,0,0,75,0,0,0,3,1,0,9,2,0,0,0,0,0,2,0,0,NA,NA,NA,"CD_I1002235",FALSE,16,"Cam","Rayner","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Cam Rayner"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005053.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I1005053",FALSE,43,"Noah","Answerth","CD_T20",NA,78,0,0,NA,9,3,12,6,0,1,2,9,11,0,0,1,0,2,66.7,3,0,0,55,2,0,0,2.6,NA,"2019-06-19T07:38:55.994+0000",4,5,0,0,NA,NA,NA,0,86,0,0,0,6,66.7,3,8,0,3,18.2,0,0,0,1,0,0,12,10,2,0,2,2,100,0,0,0,NA,NA,NA,"CD_I1005053",FALSE,43,"Noah","Answerth","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Noah Answerth"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,84,1,1,NA,5,0,5,1,0,4,2,3,5,1,1,0,0,3,60,2,2,1,40,1,0,50,6.4,NA,"2019-06-19T07:38:55.994+0000",3,0,3,2,NA,NA,NA,3,213,0,0,0,3,60,0,3,0,0,40,0,0,0,0,0,0,8,2,2,1,1,0,0,1,1,100,NA,NA,NA,"CD_I993953",FALSE,30,"Eric","Hipwood","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Eric Hipwood"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/990609.png?im=Scale,width=0.6,height=0.6","FPL","CD_I990609",FALSE,23,"Charles","Cameron","CD_T20",NA,84,1,1,NA,10,0,10,5,0,2,3,7,10,3,1,0,0,0,70,0,1,0,61,0,1,50,11.6,NA,"2019-06-19T07:38:55.994+0000",0,2,1,2,NA,NA,NA,4,270,0,0,0,7,70,0,7,1,1,30,0,0,0,2,1,0,6,1,0,0,0,0,0,2,1,50,NA,NA,NA,"CD_I990609",FALSE,23,"Charles","Cameron","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Charles Cameron"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/996059.png?im=Scale,width=0.6,height=0.6","FB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,93,0,0,NA,6,3,9,5,0,1,5,4,9,0,0,3,0,10,88.9,0,1,0,44,2,0,0,8.3,NA,"2019-06-19T07:38:55.994+0000",1,6,0,0,NA,NA,NA,0,134,0,0,0,6,100,2,8,0,4,55.6,0,0,0,1,0,0,8,8,9,0,7,3,42.9,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Harris Andrews"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,76,1,0,NA,10,4,14,2,0,8,9,7,16,3,1,0,0,1,64.3,3,1,1,80,0,1,100,12.2,NA,"2019-06-19T07:38:55.994+0000",2,1,3,1,NA,NA,NA,5,230,1,1,2,6,60,2.5,9,0,0,56.3,0,0,0,6,0,1,33,14,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Dayne Zorko"
