"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","extendedStats","team.name","match_date","match_year","match_year_round","player.fullName"
"CD_M20190141202","2019-06-08T03:45:00.000+0000","CONCLUDED","Premiership","Round 12",12,"Marvel Stadium","Carlton","Carlton","Brisbane Lions","Brisbane Lions",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1000978.png?im=Scale,width=0.6,height=0.6","WL","CD_I1000978",FALSE,6,"Hugh","McCluggage","CD_T20",NA,81,1,0,NA,12,8,20,6,0,7,7,13,20,4,0,0,0,0,80,6,1,2,99,4,0,50,5.6,NA,"2019-06-19T07:38:55.994+0000",7,1,1,2,NA,NA,NA,4,256,2,2,4,8,66.7,1.5,16,0,0,35,0,0,0,3,1,1,29,20,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I1000978",FALSE,6,"Hugh","McCluggage","away",NA,"Brisbane Lions",2019-06-08,2019,201912,"Hugh McCluggage"
"CD_M20190141303","2019-06-15T03:45:00.000+0000","CONCLUDED","Premiership","Round 13",13,"Riverway Stadium","Gold Coast SUNS","Gold Coast SUNS","St Kilda","St Kilda",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/298437.png?im=Scale,width=0.6,height=0.6","HFFR","CD_I298437",FALSE,13,"Callum","Ah Chee","CD_T1000",NA,75,0,0,NA,11,6,17,5,0,2,9,8,17,3,0,1,0,2,94.1,2,0,2,62,2,0,0,14.5,NA,"2019-07-03T08:48:22.502+0000",1,2,0,0,NA,NA,NA,4,382,2,2,4,10,90.9,1.8,16,0,0,52.9,0,0,0,8,1,1,11,8,2,0,2,1,50,2,2,100,NA,NA,NA,"CD_I298437",FALSE,13,"Callum","Ah Chee","home",NA,"Gold Coast SUNS",2019-06-15,2019,201913,"Callum Ah Chee"
"CD_M20190141303","2019-06-15T03:45:00.000+0000","CONCLUDED","Premiership","Round 13",13,"Riverway Stadium","Gold Coast SUNS","Gold Coast SUNS","St Kilda","St Kilda",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/291753.png?im=Scale,width=0.6,height=0.6","FB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,75,1,0,NA,7,9,16,7,0,3,10,7,17,2,1,3,19,3,75,2,1,0,98,0,0,100,14.9,NA,"2019-07-03T08:48:22.502+0000",2,2,0,1,NA,NA,NA,1,140,0,2,2,3,42.9,0.8,12,1,0,58.8,4,65.5,21.1,6,1,0,12,4,3,29,0,0,0,2,2,100,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2019-06-15,2019,201913,"Sam Day"
"CD_M20190141305","2019-06-15T09:25:00.000+0000","CONCLUDED","Premiership","Round 13",13,"Marvel Stadium","Carlton","Carlton","Western Bulldogs","Western Bulldogs",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993834.png?im=Scale,width=0.6,height=0.6","RR","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,87,1,0,NA,19,22,41,5,0,10,17,24,41,5,0,0,0,2,68.3,4,2,2,158,2,0,100,21.7,NA,"2019-06-17T04:10:07.754+0000",5,6,1,1,NA,NA,NA,10,378,2,5,7,11,57.9,0.9,28,0,1,41.5,0,0,0,15,2,3,29,18,1,0,0,0,0,1,0,0,NA,NA,NA,"CD_I993834",FALSE,5,"Josh","Dunkley","away",NA,"Western Bulldogs",2019-06-15,2019,201913,"Josh Dunkley"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/996059.png?im=Scale,width=0.6,height=0.6","FB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,100,0,0,NA,7,5,12,6,0,1,3,9,12,0,0,1,0,7,91.7,0,0,0,53,1,0,0,7.2,NA,"2019-07-03T01:48:44.587+0000",1,4,0,0,NA,NA,NA,2,16,0,0,0,6,85.7,1.4,11,0,2,25,0,0,0,2,0,0,8,8,7,0,4,0,0,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Harris Andrews"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,85,1,1,NA,11,4,15,8,0,1,5,10,15,5,1,1,1,3,53.3,2,0,0,77,1,2,33.3,11.9,NA,"2019-07-03T01:48:44.587+0000",3,4,1,3,NA,NA,NA,8,351,0,0,0,4,36.4,2.8,8,1,1,33.3,0,100,0,3,1,2,12,2,1,1,0,0,0,1,1,100,NA,NA,NA,"CD_I993953",FALSE,30,"Eric","Hipwood","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Eric Hipwood"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",46,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005521.png?im=Scale,width=0.6,height=0.6","FPR","CD_I1005521",FALSE,46,"Oscar","McInerney","CD_T20",NA,77,0,2,NA,10,1,11,8,0,4,10,3,13,2,2,6,15,0,72.7,1,1,0,90,1,0,0,8,NA,"2019-07-03T01:48:44.587+0000",2,1,2,2,NA,NA,NA,5,133,0,3,3,7,70,10,8,0,1,76.9,4,34.9,26.7,3,0,3,9,2,0,43,0,0,0,3,0,0,NA,NA,NA,"CD_I1005521",FALSE,46,"Oscar","McInerney","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Oscar McInerney"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/293535.png?im=Scale,width=0.6,height=0.6","C","CD_I293535",FALSE,9,"Lachie","Neale","CD_T20",NA,88,0,1,NA,12,13,25,3,0,2,12,12,24,4,0,0,0,0,72,2,2,1,79,1,0,0,8.7,NA,"2019-07-03T01:48:44.587+0000",2,1,0,1,NA,NA,NA,4,338,4,7,11,9,75,0.9,18,0,0,50,0,0,0,3,0,0,20,8,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,9,"Lachie","Neale","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Lachie Neale"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005053.png?im=Scale,width=0.6,height=0.6","INT","CD_I1005053",FALSE,43,"Noah","Answerth","CD_T20",NA,77,0,0,NA,7,1,8,4,0,0,1,7,8,0,0,0,0,3,87.5,2,0,1,32,1,0,0,3.5,NA,"2019-07-03T01:48:44.587+0000",1,2,0,0,NA,NA,NA,0,115,0,0,0,7,100,7,7,0,0,12.5,0,0,0,1,0,0,11,7,2,0,1,0,0,0,0,0,NA,NA,NA,"CD_I1005053",FALSE,43,"Noah","Answerth","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Noah Answerth"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1002235.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1002235",FALSE,16,"Cam","Rayner","CD_T20",NA,82,0,0,NA,5,8,13,2,0,3,8,6,14,4,0,0,0,1,69.2,2,1,0,50,0,0,0,8.2,NA,"2019-07-03T01:48:44.587+0000",2,2,1,0,NA,NA,NA,6,101,0,1,1,3,60,0.6,9,0,0,57.1,0,0,0,5,2,1,11,2,0,0,0,0,0,2,0,0,NA,NA,NA,"CD_I1002235",FALSE,16,"Cam","Rayner","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Cam Rayner"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1000978.png?im=Scale,width=0.6,height=0.6","RR","CD_I1000978",FALSE,6,"Hugh","McCluggage","CD_T20",NA,79,2,1,NA,12,10,22,3,0,3,9,13,22,4,0,0,0,1,63.6,5,0,1,87,0,0,50,10.4,NA,"2019-07-03T01:48:44.587+0000",3,4,1,4,NA,NA,NA,8,290,1,0,1,7,58.3,1.2,14,0,0,40.9,0,0,0,8,3,3,26,8,1,0,1,0,0,0,0,0,NA,NA,NA,"CD_I1000978",FALSE,6,"Hugh","McCluggage","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Hugh McCluggage"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/291548.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,86,0,0,NA,8,2,10,5,0,6,2,8,10,1,0,0,0,2,70,3,1,1,65,3,0,0,1.3,NA,"2019-07-03T01:48:44.587+0000",4,3,0,0,NA,NA,NA,0,224,0,0,0,5,62.5,4,7,0,0,20,0,0,0,1,0,0,20,15,2,0,4,2,50,0,0,0,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Ryan Lester"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/990609.png?im=Scale,width=0.6,height=0.6","FPL","CD_I990609",FALSE,23,"Charles","Cameron","CD_T20",NA,81,5,1,NA,13,0,13,2,0,1,6,5,11,3,1,0,0,2,61.5,1,1,0,81,0,0,71.4,24.3,NA,"2019-07-03T01:48:44.587+0000",3,2,1,7,NA,NA,NA,8,289,0,0,0,8,61.5,0,8,0,1,54.5,0,0,0,5,4,1,8,1,2,0,0,0,0,1,0,0,NA,NA,NA,"CD_I990609",FALSE,23,"Charles","Cameron","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Charles Cameron"
"CD_M20190141404","2019-06-22T06:35:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","St Kilda","St Kilda","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/261224.png?im=Scale,width=0.6,height=0.6","WL","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,87,1,0,NA,24,4,28,6,0,4,13,14,27,4,1,0,0,1,75,3,0,0,120,2,1,50,19.9,NA,"2019-07-03T01:48:44.587+0000",5,3,2,2,NA,NA,NA,9,516,1,5,6,17,70.8,6,21,0,0,48.1,0,0,0,10,2,2,25,8,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2019-06-22,2019,201914,"Dayne Zorko"
"CD_M20190141406","2019-06-23T05:20:00.000+0000","CONCLUDED","Premiership","Round 14",14,"Marvel Stadium","Western Bulldogs","Western Bulldogs","Collingwood","Collingwood",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993834.png?im=Scale,width=0.6,height=0.6","RR","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,85,0,0,NA,17,18,35,6,0,3,18,15,33,8,0,0,0,1,45.7,3,1,0,118,0,0,0,15.9,NA,"2019-06-24T04:26:09.481+0000",8,6,0,0,NA,NA,NA,4,322,3,5,8,6,35.3,0.9,16,0,1,54.5,0,0,0,16,4,1,24,11,0,0,0,0,0,2,0,0,NA,NA,NA,"CD_I993834",FALSE,5,"Josh","Dunkley","home",NA,"Western Bulldogs",2019-06-23,2019,201914,"Josh Dunkley"
"CD_M20190141504","2019-06-29T06:35:00.000+0000","CONCLUDED","Premiership","Round 15",15,"SCG","Sydney Swans","Sydney Swans","Gold Coast SUNS","Gold Coast SUNS",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/291753.png?im=Scale,width=0.6,height=0.6","FB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,81,1,0,NA,4,7,11,3,0,1,8,4,12,1,2,2,4,3,63.6,2,1,0,50,0,2,100,10.3,NA,"2019-07-12T07:01:24.079+0000",4,2,0,1,NA,NA,NA,7,128,0,0,0,2,50,0.6,7,1,0,66.7,0,44.4,0,5,2,1,14,2,2,9,0,0,0,6,4,66.7,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","away",NA,"Gold Coast SUNS",2019-06-29,2019,201915,"Sam Day"
"CD_M20190141506","2019-06-29T09:40:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Adelaide Oval","Port Adelaide","Port Adelaide","Western Bulldogs","Western Bulldogs",5,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993834.png?im=Scale,width=0.6,height=0.6","RR","CD_I993834",FALSE,5,"Josh","Dunkley","CD_T140",NA,85,0,1,NA,20,9,29,5,0,7,15,15,30,1,2,0,1,3,37.9,6,1,1,121,7,1,0,4.9,NA,"2019-07-12T06:53:59.094+0000",5,5,2,1,NA,NA,NA,5,437,0,3,3,4,20,2.2,11,0,0,50,0,50,0,11,5,0,30,19,1,2,2,1,50,1,0,0,NA,NA,NA,"CD_I993834",FALSE,5,"Josh","Dunkley","away",NA,"Western Bulldogs",2019-06-29,2019,201915,"Josh Dunkley"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/996059.png?im=Scale,width=0.6,height=0.6","FB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,96,0,0,NA,8,5,13,5,0,1,6,7,13,2,0,1,0,6,84.6,2,0,0,53,2,1,0,10.1,NA,"2019-07-12T06:27:29.542+0000",3,8,0,0,NA,NA,NA,2,239,0,0,0,7,87.5,1.6,11,0,2,46.2,0,0,0,5,0,1,3,3,6,0,3,2,66.7,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Harris Andrews"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",33,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1002312.png?im=Scale,width=0.6,height=0.6","FPR","CD_I1002312",FALSE,33,"Zac","Bailey","CD_T20",NA,83,1,0,NA,5,10,15,2,0,0,7,8,15,3,0,0,0,0,86.7,4,1,1,45,2,0,100,7.4,NA,"2019-07-12T06:27:29.542+0000",3,6,0,1,NA,NA,NA,2,182,0,0,0,4,80,0.5,13,0,0,46.7,0,0,0,6,0,1,16,8,0,0,1,0,0,0,0,0,NA,NA,NA,"CD_I1002312",FALSE,33,"Zac","Bailey","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Zac Bailey"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",7,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/998133.png?im=Scale,width=0.6,height=0.6","INT","CD_I998133",FALSE,7,"Jarrod","Berry","CD_T20",NA,73,0,0,NA,5,6,11,3,1,4,7,6,13,3,1,0,0,0,72.7,0,3,0,55,0,0,0,6,NA,"2019-07-12T06:27:29.542+0000",2,4,0,1,NA,NA,NA,2,163,0,1,1,4,80,0.8,8,1,1,53.8,0,0,0,3,0,1,22,10,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I998133",FALSE,7,"Jarrod","Berry","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Jarrod Berry"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",43,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005053.png?im=Scale,width=0.6,height=0.6","INT","CD_I1005053",FALSE,43,"Noah","Answerth","CD_T20",NA,75,1,0,NA,10,3,13,3,0,3,4,9,13,4,0,0,0,3,69.2,1,1,0,64,1,0,100,10.4,NA,"2019-07-12T06:27:29.542+0000",2,2,1,1,NA,NA,NA,2,322,1,0,1,7,70,3.3,9,0,1,30.8,0,0,0,3,0,0,21,7,2,0,1,0,0,0,0,0,NA,NA,NA,"CD_I1005053",FALSE,43,"Noah","Answerth","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Noah Answerth"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/990609.png?im=Scale,width=0.6,height=0.6","FPL","CD_I990609",FALSE,23,"Charles","Cameron","CD_T20",NA,87,1,0,NA,7,5,12,3,1,0,5,7,12,3,1,1,0,0,66.7,3,1,1,44,0,1,50,7.5,NA,"2019-07-12T06:27:29.542+0000",3,0,0,2,NA,NA,NA,7,165,0,0,0,6,85.7,1.4,8,2,0,41.7,0,0,0,3,1,0,18,1,0,0,0,0,0,5,2,40,NA,NA,NA,"CD_I990609",FALSE,23,"Charles","Cameron","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Charles Cameron"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/291548.png?im=Scale,width=0.6,height=0.6","HBFL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,84,0,0,NA,12,1,13,5,0,1,2,10,12,1,0,1,0,5,76.9,2,0,0,57,4,0,0,12.7,NA,"2019-07-12T06:27:29.542+0000",5,4,0,0,NA,NA,NA,1,269,0,0,0,9,75,12,10,0,2,16.7,0,0,0,1,0,1,10,6,5,0,1,0,0,0,0,0,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Ryan Lester"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",9,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/293535.png?im=Scale,width=0.6,height=0.6","C","CD_I293535",FALSE,9,"Lachie","Neale","CD_T20",NA,89,0,0,NA,14,24,38,3,0,5,23,15,38,4,0,0,0,0,78.9,3,3,0,122,1,0,0,19.3,NA,"2019-07-12T06:27:29.542+0000",6,7,1,1,NA,NA,NA,13,329,4,8,12,9,64.3,0.6,30,0,1,60.5,0,0,0,15,1,5,26,14,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,9,"Lachie","Neale","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Lachie Neale"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/261224.png?im=Scale,width=0.6,height=0.6","WL","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,85,3,2,NA,23,8,31,7,1,5,16,15,31,7,1,0,0,2,64.5,4,0,1,143,1,1,60,27.3,NA,"2019-07-12T06:27:29.542+0000",5,6,1,5,NA,NA,NA,10,607,5,2,7,13,56.5,2.9,20,0,1,51.6,0,0,0,14,4,4,24,6,0,0,0,0,0,2,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Dayne Zorko"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",30,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/993953.png?im=Scale,width=0.6,height=0.6","CHF","CD_I993953",FALSE,30,"Eric","Hipwood","CD_T20",NA,89,5,0,NA,11,2,13,9,1,2,5,10,15,2,5,3,0,2,84.6,5,0,4,90,0,0,71.4,21.7,NA,"2019-07-12T06:27:29.542+0000",3,0,1,7,NA,NA,NA,9,358,0,0,0,9,81.8,5.5,11,3,0,33.3,0,0,0,1,1,0,11,1,1,0,0,0,0,3,1,33.3,NA,NA,NA,"CD_I993953",FALSE,30,"Eric","Hipwood","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Eric Hipwood"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",6,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1000978.png?im=Scale,width=0.6,height=0.6","RR","CD_I1000978",FALSE,6,"Hugh","McCluggage","CD_T20",NA,86,0,1,NA,14,9,23,2,0,6,11,12,23,3,0,0,0,3,78.3,1,3,0,94,2,2,0,11.1,NA,"2019-07-12T06:27:29.542+0000",4,4,0,1,NA,NA,NA,8,396,3,3,6,11,78.6,1.6,18,0,0,47.8,0,0,0,8,0,1,24,12,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I1000978",FALSE,6,"Hugh","McCluggage","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Hugh McCluggage"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",16,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1002235.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I1002235",FALSE,16,"Cam","Rayner","CD_T20",NA,80,0,3,NA,12,4,16,1,0,1,8,9,17,3,0,0,0,1,56.3,5,1,0,55,3,1,0,3.6,NA,"2019-07-12T06:27:29.542+0000",5,3,0,4,NA,NA,NA,7,413,1,1,2,5,41.7,3,9,0,0,47.1,0,0,0,6,2,1,13,3,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I1002235",FALSE,16,"Cam","Rayner","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Cam Rayner"
"CD_M20190141508","2019-06-30T05:20:00.000+0000","CONCLUDED","Premiership","Round 15",15,"Gabba","Brisbane Lions","Brisbane Lions","Melbourne","Melbourne",46,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/1005521.png?im=Scale,width=0.6,height=0.6","HBFR","CD_I1005521",FALSE,46,"Oscar","McInerney","CD_T20",NA,34,0,0,NA,4,0,4,1,0,1,2,2,4,0,0,0,3,0,75,0,1,0,23,0,0,0,3,NA,"2019-07-12T06:27:29.542+0000",1,0,0,0,NA,NA,NA,1,53,2,0,2,3,75,0,3,1,0,50,0,27.3,0,1,0,1,6,2,0,11,0,0,0,1,0,0,NA,NA,NA,"CD_I1005521",FALSE,46,"Oscar","McInerney","home",NA,"Brisbane Lions",2019-06-30,2019,201915,"Oscar McInerney"
"CD_M20190141603","2019-07-06T04:10:00.000+0000","CONCLUDED","Premiership","Round 16",16,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Richmond","Richmond",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2019014/291753.png?im=Scale,width=0.6,height=0.6","FF","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,80,1,0,NA,6,9,15,7,0,4,12,4,16,2,1,4,9,1,80,2,2,0,90,0,1,100,15.6,NA,"2019-07-19T04:43:44.878+0000",3,2,1,1,NA,NA,NA,3,186,1,0,1,6,100,0.7,12,0,2,75,4,34.6,44.4,3,0,1,10,2,1,26,0,0,0,4,2,50,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2019-07-06,2019,201916,"Sam Day"
